English,Marathi
We're all trying to help you.,आम्ही सर्व तुझी मदत करायचा प्रयत्न करत आहोत.
We're all trying to help you.,आम्ही सर्व तुमची मदत करायचा प्रयत्न करत आहोत.
We're all trying to help you.,आम्ही सगळे तुझी मदत करायचा प्रयत्न करत आहोत.
We're all trying to help you.,आम्ही सगळे तुमची मदत करायचा प्रयत्न करत आहोत.
We're listening to the radio.,आम्ही रेडिओ ऐकत आहोत.
We're not going to stop here.,आपण इथे थांबणार नाही आहोत.
We're not going to stop here.,आम्ही इथे थांबणार नाही आहोत.
We've made too many mistakes.,आपण खूपच चुका केल्या आहेत.
We've made too many mistakes.,आम्ही खूपच चुका केल्या आहेत.
We've only got three minutes.,आपल्याकडे फक्त तीन मिनिटंच आहेत.
We've only got three minutes.,आमच्याकडे फक्त तीन मिनिटंच आहेत.
Welcome to the United States.,युनायटेड स्टेट्समध्ये आपले स्वागत आहे.
"Well then, I'll have chicken.",बरं मग मी कोंबडी घेईन.
"Well then, I'll have chicken.","बरं मग, मी चिकन घेईन."
What did Tom do after dinner?,टॉमने जेवणानंतर काय केलं?
What did Tom do after dinner?,टॉमने रात्रीच्या जेवणानंतर काय केलं?
What did Tom say last night?,काल रात्री टॉम काय म्हणाला?
What did she buy at the shop?,तिने दुकानातून काय विकत घेतलं?
What did she buy at the shop?,त्यांनी त्या दुकानातून काय विकत घेतलं?
What did you do this morning?,तू आज सकाळी काय केलंस?
